index,lat,lon
619,33.75314,-84.51261
620,33.76638,-84.4557
622,33.68128,-84.4077
623,33.763259999999995,-84.41946
624,33.76259,-84.39191
625,33.70823,-84.35911999999999
626,33.7008,-84.41018000000001
627,33.73989,-84.3982
628,33.726459999999996,-84.38741
629,33.70698,-84.3745
630,33.7495,-84.3251
631,33.68233,-84.40162
633,33.79115,-84.44757
635,33.747440000000005,-84.39582
636,33.780770000000004,-84.37003
637,33.72813,-84.40881999999999
638,33.78477,-84.47317
639,33.80537,-84.46244
640,33.7089,-84.45355
641,33.733129999999996,-84.40651
642,33.74771,-84.42066
643,33.72222,-84.43748000000001
644,33.72488,-84.40462
645,33.72638,-84.39769
646,33.6881,-84.41473
647,33.77552,-84.50723
648,33.72459,-84.3994
649,33.77385,-84.38154
650,33.7666,-84.44071
651,33.78157,-84.36861999999999
652,33.78347,-84.40756999999999
653,33.80786,-84.39358
654,33.856609999999996,-84.38226
655,33.705859999999994,-84.35068000000001
656,33.80222,-84.43059000000001
657,33.7405,-84.35844
659,33.74964,-84.40132
660,33.85078,-84.43028000000001
661,33.80645,-84.42495
662,33.79262,-84.35285
663,33.76218,-84.32865
664,33.72572,-84.44051
666,33.71748,-84.37095
667,33.75822,-84.41371
668,33.74651,-84.40675
669,33.78225,-84.40588000000001
670,33.76746,-84.38408000000001
671,33.76464,-84.39534
672,33.76713,-84.41192
673,33.76421,-84.37206
674,33.77129,-84.385
675,33.7654,-84.45478
676,33.83399,-84.3841
678,33.80188,-84.46224000000001
679,33.77244,-84.37129
680,33.710229999999996,-84.37729
681,33.79851,-84.36926
682,33.811479999999996,-84.35523
683,33.75805,-84.41389000000001
684,33.770379999999996,-84.44396
685,33.75264,-84.41858
687,33.81562,-84.44122
688,33.80924,-84.43365
689,33.75369,-84.37375
690,33.78119,-84.37151
691,33.7398,-84.34510999999999
692,33.750820000000004,-84.40123
693,33.773920000000004,-84.35296
694,33.81136,-84.42537
696,33.74875,-84.40229000000001
697,33.70483,-84.50058
698,33.71348,-84.39052
699,33.7803,-84.37634
700,33.72855,-84.41194
701,33.81223,-84.41606999999999
703,33.78816,-84.47154
704,33.75095,-84.44468
705,33.764790000000005,-84.4579
707,33.795790000000004,-84.42575
708,33.74026,-84.34831
709,33.75762,-84.46325
711,33.770140000000005,-84.37278
712,33.71107,-84.44411
713,33.74475,-84.37895
714,33.848,-84.35947
715,33.836529999999996,-84.37167
716,33.69212,-84.48535
717,33.77556,-84.37661999999999
718,33.76704,-84.51191
719,33.76498,-84.39506999999999
720,33.77722,-84.35149
721,33.81409,-84.4173
722,33.753479999999996,-84.38046
723,33.769090000000006,-84.38208
724,33.75902,-84.3312
725,33.77315,-84.3728
726,33.7483,-84.35539
727,33.73997,-84.3529
728,33.75913,-84.38208
729,33.751490000000004,-84.3984
730,33.847429999999996,-84.37089
732,33.75423,-84.32401999999999
733,33.747279999999996,-84.40426
735,33.781040000000004,-84.35283000000001
736,33.75199,-84.39024
737,33.75369,-84.35235
738,33.706520000000005,-84.45747
739,33.76536,-84.36378
743,33.721740000000004,-84.40839
744,33.773740000000004,-84.35284
745,33.73871,-84.38051
746,33.79238,-84.44825
747,33.75772,-84.31501
748,33.80612,-84.41773
751,33.706579999999995,-84.4568
756,33.651990000000005,-84.36701
757,33.84558,-84.38006999999999
758,33.76999,-84.35226
759,33.77138,-84.38943
760,33.75578,-84.35602
761,33.733290000000004,-84.47029
762,33.75489,-84.32284
764,33.78349,-84.37954
765,33.78548,-84.39813000000001
766,33.77102,-84.39523
767,33.78218,-84.37867
768,33.7822,-84.3569
770,33.74949,-84.40160999999999
771,33.71283,-84.3885
773,33.74135,-84.47688000000001
774,33.77303,-84.36265
775,33.74658,-84.2965
776,33.67883,-84.49158
777,33.74098,-84.34589
778,33.80567,-84.43066
779,33.741820000000004,-84.41405
780,33.81766,-84.44745
781,33.773509999999995,-84.36771
782,33.75895,-84.3834
784,33.681999999999995,-84.40126
785,33.841429999999995,-84.36841
787,33.77097,-84.3714
788,33.74645,-84.42396
789,33.77066,-84.37225
790,33.68956,-84.35935
791,33.777440000000006,-84.37123000000001
793,33.70609,-84.35842
794,33.701370000000004,-84.42678000000001
795,33.76952,-84.38322
796,33.78187,-84.37905
797,33.75121,-84.46951
798,33.70406,-84.49051
799,33.76291,-84.32056999999999
800,33.762209999999996,-84.38416
801,33.76234,-84.38803
802,33.75131,-84.39369
803,33.76486,-84.37354
804,33.75563,-84.38091999999999
805,33.71985,-84.44176999999999
806,33.725609999999996,-84.42165
807,33.70604,-84.35916
808,33.70558,-84.3596
809,33.724940000000004,-84.39593
810,33.72335,-84.40185
811,33.77134,-84.45636
812,33.76722,-84.43255
813,33.72885,-84.42701
814,33.756209999999996,-84.32348
815,33.76685,-84.36242
816,33.74837,-84.352
818,33.76638,-84.39466999999999
819,33.78556,-84.45198
820,33.7352,-84.38006
821,33.76334,-84.31536
822,33.676790000000004,-84.39577
823,33.664390000000004,-84.37716
824,33.72168,-84.37697
825,33.74505,-84.40523
826,33.72612,-84.35213
827,33.72045,-84.36957
828,33.77957,-84.37436
829,33.818059999999996,-84.35082
830,33.76577,-84.45796
832,33.78308,-84.45881999999999
833,33.742490000000004,-84.51588000000001
834,33.666990000000006,-84.39106
835,33.7798,-84.49802
836,33.74273,-84.50545
837,33.67463,-84.39513000000001
838,33.75507,-84.32539
839,33.77134,-84.37931999999999
840,33.76617,-84.41771999999999
841,33.70087,-84.46574
842,33.74845,-84.32105
843,33.85883,-84.36578
844,33.65576,-84.35361999999999
845,33.859140000000004,-84.36570999999999
846,33.68077,-84.4937
848,33.82595,-84.36773000000001
849,33.78151,-84.36713
850,33.78703,-84.41185
851,33.69858,-84.41722
852,33.75241,-84.49042
853,33.7435,-84.35200999999999
854,33.75143,-84.46938
855,33.7523,-84.44511
856,33.76295,-84.44355
857,33.681490000000004,-84.37151999999999
859,33.704229999999995,-84.4262
860,33.75523,-84.3389
861,33.77689,-84.40807
862,33.706520000000005,-84.41305
863,33.677170000000004,-84.39941
864,33.70655,-84.39492
865,33.73673,-84.41439
866,33.76722,-84.4397
867,33.72873,-84.38831
868,33.74582,-84.39954
869,33.750440000000005,-84.39936
871,33.790440000000004,-84.40216
872,33.77248,-84.38382
873,33.77682,-84.40822
874,33.84825,-84.37272
875,33.72375,-84.43624
876,33.76683,-84.43051
877,33.78904,-84.42284000000001
878,33.7495,-84.34564
879,33.74747,-84.39415
880,33.7697,-84.40508
881,33.76403,-84.35081
882,33.69965,-84.46018000000001
884,33.67102,-84.36187
885,33.84352,-84.42834
886,33.82342,-84.36457
888,33.786970000000004,-84.40782
889,33.72865,-84.36374
890,33.65486,-84.50787
891,33.76826,-84.3709
892,33.75724,-84.43539
894,33.73154,-84.47963
895,33.85143,-84.35455999999999
896,33.766940000000005,-84.32499
897,33.76794,-84.32394000000001
898,33.773579999999995,-84.38319
900,33.77587,-84.3482
901,33.76984,-84.38898
902,33.773759999999996,-84.36721999999999
903,33.74628,-84.41464
905,33.74975,-84.39214
906,33.80028,-84.37576999999999
907,33.69168,-84.4872
908,33.75055,-84.39517
909,33.73838,-84.42071
910,33.7447,-84.42465
911,33.655,-84.50859
912,33.83357,-84.35856
913,33.81495,-84.35370999999999
914,33.7501,-84.35464
919,33.8483,-84.42787
920,33.77923,-84.38377
921,33.7805,-84.38752
925,33.73386,-84.41422
926,33.724759999999996,-84.40513
927,33.78611,-84.40153000000001
928,33.764540000000004,-84.34959
930,33.75479,-84.41467
931,33.73323,-84.43795
935,33.75225,-84.48671
941,33.750370000000004,-84.35288
942,33.7647,-84.37142
943,33.77453,-84.36825
944,33.68805,-84.50654
945,33.72995,-84.36244
946,33.760040000000004,-84.47495
947,33.727470000000004,-84.366
948,33.742779999999996,-84.47629
949,33.75608,-84.38995
951,33.75705,-84.38679
952,33.75607,-84.3504
954,33.74892,-84.3968
955,33.77746,-84.35096999999999
956,33.8072,-84.36671
957,33.74877,-84.32901
959,33.75458,-84.38841
960,33.76097,-84.38604000000001
961,33.83794,-84.35292
964,33.76527,-84.40498000000001
965,33.76393,-84.34873
966,33.875890000000005,-84.39202
968,33.7706,-84.38034
969,33.76484,-84.32866
970,33.837540000000004,-84.36829
971,33.73538,-84.36215
972,33.85367,-84.36646999999999
973,33.65883,-84.39081999999999
976,33.80389,-84.39339
977,33.77037,-84.38753
978,33.705709999999996,-84.35923000000001
979,33.71987,-84.38667
980,33.8216,-84.36379000000001
981,33.7637,-84.45545
982,33.75527,-84.48577
983,33.72586,-84.39535
984,33.75331,-84.43522
985,33.67935,-84.3708
986,33.76725,-84.45092
987,33.760940000000005,-84.35165
988,33.73531,-84.37965
990,33.68845,-84.49328
992,33.77366,-84.37779
994,33.76273,-84.38911999999999
995,33.77897,-84.49218
996,33.75039,-84.35775
997,33.78141,-84.38799
999,33.72905,-84.40151
1000,33.70066,-84.45363
1001,33.74944,-84.32629
1003,33.77487,-84.38975
1004,33.77432,-84.35853
1005,33.75936,-84.44372
1006,33.64951,-84.35842
1007,33.75828,-84.44506
1008,33.78552,-84.4027
1009,33.787490000000005,-84.41218
1010,33.80552,-84.43800999999999
1011,33.7323,-84.41833000000001
1012,33.77973,-84.3676
1013,33.79215,-84.40609
1014,33.70562,-84.35056
1016,33.83715,-84.37923
1017,33.7892,-84.42362
1018,33.75071,-84.50321
1019,33.687670000000004,-84.36148
1020,33.687670000000004,-84.36166999999999
1021,33.74581,-84.35463
1022,33.77941,-84.3769
1023,33.70298,-84.4174
1024,33.77742,-84.49226999999999
1025,33.72955,-84.43672
1026,33.815740000000005,-84.45269
1027,33.73579,-84.43478
1028,33.69571,-84.37147
1029,33.76013,-84.36218000000001
1030,33.77649,-84.35228000000001
1031,33.73104,-84.40456
1032,33.77228,-84.37159
1033,33.75739,-84.32091
1034,33.69155,-84.37659000000001
1035,33.7026,-84.40777
1036,33.71409,-84.43661
1037,33.713359999999994,-84.49363000000001
1038,33.77175,-84.41006999999999
1039,33.77597,-84.50058
1040,33.72273,-84.40796999999999
1041,33.742509999999996,-84.50357
1042,33.77581,-84.36117
1043,33.7669,-84.396
1044,33.750840000000004,-84.31685999999999
1045,33.84939,-84.38235999999999
1046,33.78436,-84.38639
1049,33.78593,-84.40025
1050,33.74507,-84.41943
1051,33.76764,-84.38524
1052,33.71585,-84.43058
1053,33.73117,-84.40930999999999
1054,33.68071,-84.3847
1055,33.76385,-84.44072
1056,33.69319,-84.36681999999999
1057,33.751909999999995,-84.40002
1058,33.743109999999994,-84.47622
1059,33.77381,-84.40575
1060,33.74374,-84.43719
1061,33.755720000000004,-84.41764
1062,33.69719,-84.51665
1063,33.76514,-84.41946999999999
1064,33.76736,-84.36144
1066,33.72227,-84.42251
1067,33.76011,-84.50556999999999
1068,33.76548,-84.4127
1069,33.75526,-84.51207
1070,33.74299,-84.34879000000001
1071,33.735890000000005,-84.35207
1072,33.75833,-84.38681
1075,33.77823,-84.38837
1076,33.70581,-84.38009
1077,33.77718,-84.47511999999999
1078,33.72025,-84.41856
1079,33.66548,-84.51177
1081,33.70194,-84.38217
1082,33.66668,-84.39526
1083,33.81296,-84.35899
1084,33.75699,-84.39267
1085,33.74651,-84.41756
1087,33.84898,-84.37567
1088,33.824940000000005,-84.36684
1089,33.77773,-84.38718
1090,33.75161,-84.39112
1093,33.74886,-84.39283
1094,33.77472,-84.38157
1095,33.78406,-84.41206
1096,33.68148,-84.40128
1103,33.73956,-84.4138
1105,33.7207,-84.34958
1106,33.68076,-84.40126
1107,33.84064,-84.38193000000001
1109,33.74923,-84.3368
1111,33.7124,-84.38743000000001
1112,33.70537,-84.45498
1113,33.758720000000004,-84.34402
1114,33.75489,-84.48948
1115,33.75805,-84.34364000000001
1116,33.65387,-84.39256999999999
1117,33.78053,-84.38422
1118,33.7579,-84.34364000000001
1119,33.77543,-84.47211999999999
1120,33.76325,-84.33381
1121,33.73384,-84.43758000000001
1122,33.769290000000005,-84.38554
1123,33.77028,-84.38939
1124,33.85088,-84.3625
1125,33.7387,-84.38388
1126,33.74446,-84.51756
1127,33.817409999999995,-84.46949000000001
1128,33.854690000000005,-84.38105
1129,33.78349,-84.41169000000001
1130,33.77341,-84.35513
1132,33.70408,-84.3797
1133,33.75217,-84.31342
