,date,temperature,percentage_rain,rain_indicator
3458,2018-06-21,80.72791666666666,0.16666666666666666,1
3459,2018-06-22,77.51166666666667,0.16666666666666666,1
3460,2018-06-23,76.05041666666665,0.25,1
3461,2018-06-24,80.37541666666667,0.041666666666666664,1
3462,2018-06-25,80.08791666666666,0.3333333333333333,1
3463,2018-06-26,77.20958333333333,0.125,1
3464,2018-06-27,78.60708333333334,0.125,1
3465,2018-06-28,71.475,0.5,1
3466,2018-06-29,75.22833333333334,0.08333333333333333,1
3467,2018-06-30,80.08916666666666,0.041666666666666664,1
3468,2018-07-01,79.29624999999999,0.041666666666666664,1
3469,2018-07-02,78.36,0.125,1
3470,2018-07-03,81.74083333333333,0.0,0
3471,2018-07-04,81.66125000000001,0.20833333333333334,1
3472,2018-07-05,79.95750000000001,0.20833333333333334,1
3473,2018-07-06,79.49416666666666,0.20833333333333334,1
3474,2018-07-07,76.10875,0.125,1
3475,2018-07-08,75.82333333333332,0.20833333333333334,1
3476,2018-07-09,77.13875,0.0,0
3477,2018-07-10,80.40791666666667,0.0,0
3478,2018-07-11,82.57958333333333,0.0,0
3479,2018-07-12,83.52166666666666,0.0,0
3480,2018-07-13,81.40500000000002,0.125,1
3481,2018-07-14,78.30625,0.20833333333333334,1
3482,2018-07-15,79.15541666666667,0.16666666666666666,1
3483,2018-07-16,78.78791666666665,0.2916666666666667,1
3484,2018-07-17,79.23500000000001,0.16666666666666666,1
3485,2018-07-18,81.61916666666667,0.0,0
3486,2018-07-19,80.54583333333333,0.125,1
3487,2018-07-20,78.25875,0.08333333333333333,1
3488,2018-07-21,77.98458333333333,0.20833333333333334,1
3489,2018-07-22,77.64625000000002,0.08333333333333333,1
3490,2018-07-23,74.015,0.125,1
3491,2018-07-24,75.51708333333333,0.20833333333333334,1
3492,2018-07-25,78.14,0.041666666666666664,1
3493,2018-07-26,79.12458333333335,0.0,0
3494,2018-07-27,78.38833333333332,0.0,0
3495,2018-07-28,80.12083333333332,0.0,0
3496,2018-07-29,77.13166666666666,0.0,0
3497,2018-07-30,78.26791666666666,0.08333333333333333,1
3498,2018-07-31,75.07791666666667,0.25,1
3499,2018-08-01,72.17833333333334,0.6666666666666666,1
3500,2018-08-02,72.0775,0.75,1
3501,2018-08-03,75.61625,0.2916666666666667,1
3502,2018-08-04,78.50625,0.0,0
3503,2018-08-05,79.56749999999998,0.08333333333333333,1
3504,2018-08-06,82.36625000000001,0.0,0
3505,2018-08-07,81.82708333333333,0.125,1
3506,2018-08-08,79.635,0.0,0
3507,2018-08-09,76.2075,0.4166666666666667,1
3508,2018-08-10,76.60458333333331,0.041666666666666664,1
3509,2018-08-11,78.905,0.0,0
3510,2018-08-12,79.39166666666665,0.0,0
3511,2018-08-13,78.70125000000002,0.0,0
3512,2018-08-14,77.65749999999998,0.0,0
3513,2018-08-15,78.72166666666668,0.0,0
3514,2018-08-16,80.02875000000002,0.0,0
3515,2018-08-17,78.49791666666668,0.125,1
3516,2018-08-18,77.15916666666668,0.20833333333333334,1
3517,2018-08-19,76.18083333333334,0.20833333333333334,1
3518,2018-08-20,76.33208333333333,0.08333333333333333,1
3519,2018-08-21,76.90833333333333,0.16666666666666666,1
3520,2018-08-22,76.22791666666667,0.125,1
3521,2018-08-23,74.95208333333333,0.0,0
3522,2018-08-24,72.91916666666665,0.0,0
3523,2018-08-25,74.22708333333333,0.0,0
3524,2018-08-26,77.33125,0.0,0
3525,2018-08-27,79.1975,0.0,0
3526,2018-08-28,80.10208333333335,0.0,0
3527,2018-08-29,79.85791666666667,0.0,0
3528,2018-08-30,77.64375,0.041666666666666664,1
3529,2018-08-31,78.75791666666665,0.0,0
3530,2018-09-01,79.08458333333333,0.0,0
3531,2018-09-02,80.11041666666667,0.0,0
3532,2018-09-03,79.94416666666667,0.0,0
3533,2018-09-04,78.90583333333335,0.0,0
3534,2018-09-05,79.5125,0.0,0
3535,2018-09-06,79.485,0.0,0
3536,2018-09-07,79.46333333333334,0.08333333333333333,1
3537,2018-09-08,79.58708333333333,0.08333333333333333,1
3538,2018-09-09,79.12291666666667,0.125,1
3539,2018-09-10,78.42333333333335,0.125,1
3540,2018-09-11,77.70541666666664,0.125,1
3541,2018-09-12,78.79625,0.08333333333333333,1
3542,2018-09-13,79.60875000000001,0.041666666666666664,1
3543,2018-09-14,81.48458333333333,0.0,0
3544,2018-09-15,81.21,0.041666666666666664,1
3545,2018-09-16,76.23875,0.20833333333333334,1
3546,2018-09-17,77.4175,0.0,0
3547,2018-09-18,79.60958333333333,0.0,0
3548,2018-09-19,79.97875,0.0,0
3549,2018-09-20,80.28041666666667,0.0,0
3550,2018-09-21,79.62833333333334,0.0,0
3551,2018-09-22,78.32916666666668,0.0,0
3552,2018-09-23,77.22708333333334,0.0,0
3553,2018-09-24,76.82791666666667,0.0,0
3554,2018-09-25,77.48541666666665,0.25,1
3555,2018-09-26,76.15458333333332,0.3333333333333333,1
3556,2018-09-27,73.54083333333334,0.25,1
3557,2018-09-28,73.95166666666667,0.20833333333333334,1
3558,2018-09-29,75.79166666666667,0.125,1
3559,2018-09-30,74.78500000000001,0.0,0
3560,2018-10-01,75.70583333333333,0.041666666666666664,1
3561,2018-10-02,74.03541666666668,0.0,0
3562,2018-10-03,75.16416666666666,0.0,0
3563,2018-10-04,76.56458333333335,0.0,0
3564,2018-10-05,77.56583333333334,0.0,0
3565,2018-10-06,78.30166666666666,0.0,0
3566,2018-10-07,77.72583333333333,0.0,0
3567,2018-10-08,76.88083333333334,0.08333333333333333,1
3568,2018-10-09,74.45041666666667,0.25,1
3569,2018-10-10,74.95583333333336,0.5416666666666666,1
3570,2018-10-11,73.89791666666666,0.5,1
3571,2018-10-12,61.42875,0.0,0
3572,2018-10-13,61.33708333333334,0.0,0
3573,2018-10-14,65.06041666666668,0.0,0
3574,2018-10-15,69.41874999999999,0.0,0
3575,2018-10-16,71.06291666666667,0.0,0
3576,2018-10-17,66.61208333333333,0.0,0
3577,2018-10-18,62.16291666666667,0.0,0
3578,2018-10-19,59.02541666666667,0.0,0
3579,2018-10-20,63.14083333333334,0.16666666666666666,1
3580,2018-10-21,54.29583333333334,0.0,0
3581,2018-10-22,50.05750000000001,0.0,0
3582,2018-10-23,54.79708333333334,0.0,0
3583,2018-10-24,56.38958333333333,0.0,0
3584,2018-10-25,54.885416666666664,0.041666666666666664,1
3585,2018-10-26,48.93875,0.7083333333333334,1
3586,2018-10-27,53.75916666666666,0.0,0
3587,2018-10-28,55.903750000000024,0.0,0
3588,2018-10-29,60.99583333333334,0.0,0
3589,2018-10-30,53.90875,0.0,0
3590,2018-10-31,60.28583333333332,0.0,0
3591,2018-11-01,63.71291666666668,0.16666666666666666,1
3592,2018-11-02,58.903749999999995,0.25,1
3593,2018-11-03,48.734583333333326,0.0,0
3594,2018-11-04,51.80416666666667,0.0,0
3595,2018-11-05,58.711666666666666,0.25,1
3596,2018-11-06,65.85708333333332,0.5,1
3597,2018-11-07,56.89124999999999,0.16666666666666666,1
3598,2018-11-08,58.47291666666667,0.20833333333333334,1
3599,2018-11-09,55.59333333333333,0.625,1
3600,2018-11-10,43.106249999999996,0.041666666666666664,1
3601,2018-11-11,42.09416666666666,0.0,0
3602,2018-11-12,44.95708333333334,0.625,1
3603,2018-11-13,47.13750000000001,0.9166666666666666,1
3604,2018-11-14,45.3675,0.7916666666666666,1
3605,2018-11-15,41.73041666666668,0.625,1
3606,2018-11-16,39.17958333333334,0.0,0
3607,2018-11-17,45.93916666666667,0.0,0
3608,2018-11-18,47.92916666666667,0.0,0
3609,2018-11-19,50.44041666666667,0.0,0
3610,2018-11-20,54.29625000000001,0.125,1
3611,2018-11-21,43.711666666666666,0.0,0
3612,2018-11-22,44.91458333333333,0.0,0
3613,2018-11-23,42.84791666666667,0.041666666666666664,1
3614,2018-11-24,41.15208333333333,0.5,1
3615,2018-11-25,47.96583333333333,0.0,0
3616,2018-11-26,47.032083333333325,0.20833333333333334,1
3617,2018-11-27,36.556666666666665,0.0,0
3618,2018-11-28,33.038333333333334,0.0,0
3619,2018-11-29,38.19166666666666,0.0,0
3620,2018-11-30,57.126666666666665,0.125,1
3621,2018-12-01,55.729583333333345,0.5833333333333334,1
3622,2018-12-02,64.3475,0.375,1
3623,2018-12-03,53.63041666666666,0.0,0
3624,2018-12-04,43.942083333333336,0.0,0
3625,2018-12-05,36.45083333333334,0.0,0
3626,2018-12-06,35.17124999999999,0.0,0
3627,2018-12-07,41.15666666666666,0.25,1
3628,2018-12-08,42.04125,0.75,1
3629,2018-12-09,37.06916666666667,0.625,1
3630,2018-12-10,39.58416666666667,0.4166666666666667,1
3631,2018-12-11,40.92958333333333,0.16666666666666666,1
3632,2018-12-12,37.40708333333333,0.0,0
3633,2018-12-13,41.90416666666666,0.0,0
3634,2018-12-14,47.97958333333332,0.5416666666666666,1
3635,2018-12-15,49.79624999999999,0.375,1
3636,2018-12-16,48.60249999999999,0.16666666666666666,1
3637,2018-12-17,51.16625,0.0,0
3638,2018-12-18,48.28166666666666,0.0,0
3639,2018-12-19,46.00333333333333,0.0,0
3640,2018-12-20,48.302083333333336,0.5833333333333334,1
3641,2018-12-21,46.44916666666668,0.7916666666666666,1
3642,2018-12-22,41.4175,0.0,0
3643,2018-12-23,40.92291666666666,0.125,1
3644,2018-12-24,43.96874999999999,0.0,0
3645,2018-12-25,39.60375,0.041666666666666664,1
3646,2018-12-26,45.50125,0.0,0
3647,2018-12-27,48.360833333333325,0.08333333333333333,1
3648,2018-12-28,52.70833333333334,0.7916666666666666,1
3649,2018-12-29,52.49458333333332,0.041666666666666664,1
3650,2018-12-30,50.91,0.7083333333333334,1
3651,2018-12-31,58.09291666666667,0.375,1
3652,2019-01-01,62.20374999999999,0.4583333333333333,1
3653,2019-01-02,53.28625,0.25,1
3654,2019-01-03,50.94124999999999,0.5416666666666666,1
3655,2019-01-04,54.87875,0.875,1
3656,2019-01-05,47.722500000000004,0.0,0
3657,2019-01-06,51.13458333333333,0.0,0
3658,2019-01-07,50.910000000000004,0.0,0
3659,2019-01-08,54.82416666666665,0.0,0
3660,2019-01-09,49.205000000000005,0.0,0
3661,2019-01-10,36.712916666666665,0.0,0
3662,2019-01-11,37.28958333333333,0.0,0
3663,2019-01-12,41.06499999999999,0.08333333333333333,1
3664,2019-01-13,37.60541666666666,0.4166666666666667,1
3665,2019-01-14,43.153333333333336,0.0,0
3666,2019-01-15,38.63708333333334,0.0,0
3667,2019-01-16,36.56583333333333,0.0,0
3668,2019-01-17,38.053333333333335,0.2916666666666667,1
3669,2019-01-18,48.31666666666666,0.041666666666666664,1
3670,2019-01-19,52.559999999999995,0.3333333333333333,1
3671,2019-01-20,40.31458333333334,0.20833333333333334,1
3672,2019-01-21,29.267083333333332,0.0,0
3673,2019-01-22,34.52499999999999,0.0,0
3674,2019-01-23,47.31333333333333,0.041666666666666664,1
3675,2019-01-24,45.55916666666667,0.4583333333333333,1
3676,2019-01-25,36.001666666666665,0.0,0
3677,2019-01-26,34.917500000000004,0.0,0
3678,2019-01-27,37.373749999999994,0.0,0
3679,2019-01-28,40.39208333333333,0.0,0
3680,2019-01-29,44.38625000000001,0.16666666666666666,1
3681,2019-01-30,30.150833333333335,0.0,0
3682,2019-01-31,34.84625,0.0,0
3683,2019-02-01,40.035,0.0,0
3684,2019-02-02,46.66041666666666,0.0,0
3685,2019-02-03,56.05375,0.16666666666666666,1
3686,2019-02-04,49.885416666666664,0.0,0
3687,2019-02-05,59.95875000000001,0.0,0
3688,2019-02-06,61.97458333333333,0.3333333333333333,1
3689,2019-02-07,68.28875000000001,0.0,0
3690,2019-02-08,58.06416666666667,0.16666666666666666,1
3691,2019-02-09,43.01499999999999,0.0,0
3692,2019-02-10,41.95708333333333,0.16666666666666666,1
3693,2019-02-11,41.90708333333333,0.25,1
3694,2019-02-12,56.17874999999999,0.6666666666666666,1
3695,2019-02-13,46.17916666666667,0.041666666666666664,1
3696,2019-02-14,44.27125,0.0,0
3697,2019-02-15,54.56375,0.0,0
3698,2019-02-16,56.35208333333332,0.5,1
3699,2019-02-17,47.56583333333332,0.2916666666666667,1
3700,2019-02-18,48.35833333333333,0.25,1
3701,2019-02-19,42.6025,0.3333333333333333,1
3702,2019-02-20,39.49791666666666,0.4583333333333333,1
3703,2019-02-21,47.77875,0.6666666666666666,1
3704,2019-02-22,55.18791666666666,0.4583333333333333,1
3705,2019-02-23,49.17791666666667,0.041666666666666664,1
3706,2019-02-24,53.557083333333345,0.25,1
3707,2019-02-25,48.44083333333334,0.0,0
3708,2019-02-26,51.08458333333332,0.0,0
3709,2019-02-27,59.29500000000001,0.125,1
3710,2019-02-28,57.19041666666667,0.375,1
3711,2019-03-01,61.36124999999999,0.0,0
3712,2019-03-02,57.434999999999995,0.041666666666666664,1
3713,2019-03-03,56.11958333333334,0.20833333333333334,1
3714,2019-03-04,40.10208333333333,0.125,1
