,date,year,All_Crime,temperature,percentage_rain,rain_indicator,forecasted_crime
0,2009-01-01,2009,114,36.48416666666666,0.0,0,29.917016666666658
1,2009-01-02,2009,141,41.46416666666667,0.2916666666666667,1,35.63395
2,2009-01-03,2009,115,49.450416666666655,0.08333333333333333,1,41.016008333333325
3,2009-01-04,2009,109,57.43458333333333,0.2916666666666667,1,48.72969166666666
4,2009-01-05,2009,136,60.1625,0.20833333333333334,1,50.499916666666664
5,2009-01-06,2009,140,64.26125000000002,0.5416666666666666,1,55.72755833333334
6,2009-01-07,2009,119,56.059999999999995,0.375,1,48.069199999999995
7,2009-01-08,2009,104,46.79,0.0,0,38.367799999999995
8,2009-01-09,2009,124,42.78,0.0,0,35.0796
9,2009-01-10,2009,126,48.06708333333333,0.16666666666666666,1,40.348341666666656
10,2009-01-11,2009,91,47.537499999999994,0.25,1,40.38074999999999
11,2009-01-12,2009,114,36.73208333333333,0.0,0,30.120308333333327
12,2009-01-13,2009,119,39.21125,0.0,0,32.153225
13,2009-01-14,2009,110,35.747916666666654,0.0,0,29.313291666666654
14,2009-01-15,2009,104,35.997083333333336,0.0,0,29.517608333333335
15,2009-01-16,2009,99,21.495,0.0,0,17.6259
16,2009-01-17,2009,98,26.399166666666662,0.0,0,21.64731666666666
17,2009-01-18,2009,127,42.48791666666667,0.375,1,36.94009166666667
18,2009-01-19,2009,97,38.70875,0.0,0,31.741175
19,2009-01-20,2009,99,28.661666666666665,0.041666666666666664,1,23.735899999999997
20,2009-01-21,2009,110,26.402916666666666,0.0,0,21.650391666666664
21,2009-01-22,2009,109,33.507083333333334,0.0,0,27.475808333333333
22,2009-01-23,2009,120,45.202916666666674,0.0,0,37.06639166666667
23,2009-01-24,2009,104,54.21541666666667,0.375,1,46.55664166666667
24,2009-01-25,2009,97,41.29333333333333,0.0,0,33.86053333333333
25,2009-01-26,2009,145,47.667083333333345,0.041666666666666664,1,39.32034166666667
26,2009-01-27,2009,124,48.32875000000001,0.0,0,39.629575
27,2009-01-28,2009,95,53.89666666666667,0.2916666666666667,1,45.8286
28,2009-01-29,2009,115,40.10708333333333,0.0,0,32.887808333333325
29,2009-01-30,2009,109,37.855833333333344,0.0,0,31.04178333333334
30,2009-01-31,2009,97,37.798333333333325,0.0,0,30.994633333333326
31,2009-02-01,2009,102,41.35,0.0,0,33.907
32,2009-02-02,2009,103,43.09416666666667,0.16666666666666666,1,36.27055
33,2009-02-03,2009,106,36.50125,0.0,0,29.931024999999998
34,2009-02-04,2009,83,24.992083333333337,0.0,0,20.493508333333335
35,2009-02-05,2009,106,26.213333333333335,0.0,0,21.494933333333332
36,2009-02-06,2009,114,37.504583333333336,0.0,0,30.753758333333334
37,2009-02-07,2009,89,47.89166666666666,0.0,0,39.27116666666666
38,2009-02-08,2009,81,54.084583333333335,0.0,0,44.349358333333335
39,2009-02-09,2009,115,54.22333333333335,0.0,0,44.463133333333346
40,2009-02-10,2009,94,57.19875,0.0,0,46.902975
41,2009-02-11,2009,105,59.63958333333331,0.08333333333333333,1,49.371124999999985
42,2009-02-12,2009,91,56.85375,0.0,0,46.62007499999999
43,2009-02-13,2009,101,49.734583333333326,0.041666666666666664,1,41.01569166666666
44,2009-02-14,2009,72,54.02666666666667,0.16666666666666666,1,45.2352
45,2009-02-15,2009,73,48.682916666666664,0.0,0,39.91999166666666
46,2009-02-16,2009,82,44.32208333333333,0.0,0,36.34410833333333
47,2009-02-17,2009,92,39.90500000000001,0.0,0,32.722100000000005
48,2009-02-18,2009,108,52.16125,0.5,1,45.572224999999996
49,2009-02-19,2009,96,51.46583333333336,0.2916666666666667,1,43.835316666666685
50,2009-02-20,2009,84,34.81458333333334,0.0,0,28.547958333333337
51,2009-02-21,2009,93,38.72208333333332,0.0,0,31.75210833333332
52,2009-02-22,2009,90,43.98875,0.0,0,36.070775
53,2009-02-23,2009,83,35.377500000000005,0.0,0,29.00955
54,2009-02-24,2009,99,38.84916666666667,0.0,0,31.856316666666668
55,2009-02-25,2009,105,48.34583333333334,0.08333333333333333,1,40.11025
56,2009-02-26,2009,103,54.98083333333333,0.2916666666666667,1,46.71761666666666
57,2009-02-27,2009,99,57.65291666666667,0.4166666666666667,1,49.608725
58,2009-02-28,2009,75,55.47125,0.9166666666666666,1,50.61975833333333
59,2009-03-01,2009,57,43.67958333333334,0.8333333333333334,1,40.483925
60,2009-03-02,2009,106,34.19833333333333,0.4166666666666667,1,30.375966666666663
61,2009-03-03,2009,94,32.07,0.0,0,26.2974
62,2009-03-04,2009,80,37.999583333333334,0.0,0,31.159658333333333
63,2009-03-05,2009,93,44.387083333333344,0.0,0,36.39740833333334
64,2009-03-06,2009,102,57.21541666666666,0.0,0,46.91664166666666
65,2009-03-07,2009,87,60.23833333333332,0.0,0,49.39543333333332
66,2009-03-08,2009,80,60.35541666666666,0.0,0,49.49144166666666
67,2009-03-09,2009,108,67.74499999999999,0.0,0,55.55089999999999
68,2009-03-10,2009,99,68.18124999999999,0.0,0,55.90862499999999
69,2009-03-11,2009,95,65.62583333333332,0.0,0,53.81318333333332
70,2009-03-12,2009,95,57.01916666666667,0.0,0,46.755716666666665
71,2009-03-13,2009,102,52.71166666666667,0.0,0,43.22356666666667
72,2009-03-14,2009,93,43.56166666666667,0.6666666666666666,1,39.4539
73,2009-03-15,2009,74,46.51916666666668,0.875,1,43.04571666666667
74,2009-03-16,2009,108,53.69625,0.6666666666666666,1,47.76425833333333
75,2009-03-17,2009,102,56.904166666666676,0.16666666666666666,1,47.594750000000005
76,2009-03-18,2009,107,55.33583333333332,0.0,0,45.37538333333332
77,2009-03-19,2009,107,57.354166666666664,0.0,0,47.03041666666666
78,2009-03-20,2009,111,56.307500000000005,0.0,0,46.17215
79,2009-03-21,2009,84,50.903333333333336,0.0,0,41.74073333333333
80,2009-03-22,2009,97,54.55166666666667,0.0,0,44.732366666666664
81,2009-03-23,2009,119,56.70833333333332,0.0,0,46.50083333333332
82,2009-03-24,2009,110,57.84916666666666,0.0,0,47.43631666666666
83,2009-03-25,2009,128,60.755833333333335,0.5416666666666666,1,52.853116666666665
84,2009-03-26,2009,108,57.47749999999999,0.6666666666666666,1,50.864883333333324
85,2009-03-27,2009,88,60.57833333333332,0.5,1,52.474233333333316
86,2009-03-28,2009,84,60.79166666666666,0.5,1,52.64916666666665
87,2009-03-29,2009,97,51.67541666666667,0.08333333333333333,1,42.84050833333334
88,2009-03-30,2009,112,48.87291666666666,0.0,0,40.07579166666666
89,2009-03-31,2009,105,53.469583333333325,0.125,1,44.54505833333333
90,2009-04-01,2009,104,60.13791666666666,0.2916666666666667,1,50.94642499999999
91,2009-04-02,2009,116,61.43208333333334,0.5416666666666666,1,53.40764166666666
92,2009-04-03,2009,130,57.644583333333344,0.20833333333333334,1,48.435225
93,2009-04-04,2009,119,55.73416666666666,0.0,0,45.70201666666666
94,2009-04-05,2009,76,58.512499999999996,0.20833333333333334,1,49.146916666666655
95,2009-04-06,2009,90,52.41500000000001,0.125,1,43.68030000000001
96,2009-04-07,2009,104,39.80458333333333,0.125,1,33.339758333333336
97,2009-04-08,2009,107,46.35833333333333,0.0,0,38.013833333333324
98,2009-04-09,2009,94,60.737083333333345,0.0,0,49.80440833333334
99,2009-04-10,2009,104,64.59374999999999,0.08333333333333333,1,53.433541666666656
100,2009-04-11,2009,90,57.454583333333325,0.125,1,47.81275833333333
101,2009-04-12,2009,66,55.85708333333333,0.0,0,45.802808333333324
102,2009-04-13,2009,100,59.08666666666665,0.4583333333333333,1,51.01773333333331
103,2009-04-14,2009,90,60.17958333333335,0.20833333333333334,1,50.51392500000001
104,2009-04-15,2009,96,52.645,0.0,0,43.1689
105,2009-04-16,2009,105,54.74833333333333,0.0,0,44.89363333333333
106,2009-04-17,2009,104,58.665416666666665,0.0,0,48.10564166666666
107,2009-04-18,2009,110,57.22083333333333,0.0,0,46.92108333333333
108,2009-04-19,2009,99,61.48000000000001,0.16666666666666666,1,51.34693333333334
109,2009-04-20,2009,126,62.472916666666684,0.375,1,53.32779166666668
110,2009-04-21,2009,99,58.64458333333332,0.0,0,48.088558333333324
111,2009-04-22,2009,99,56.48999999999999,0.0,0,46.32179999999999
112,2009-04-23,2009,116,65.46250000000002,0.08333333333333333,1,54.14591666666668
113,2009-04-24,2009,106,69.06249999999999,0.20833333333333334,1,57.79791666666665
114,2009-04-25,2009,102,71.65583333333335,0.0,0,58.75778333333334
115,2009-04-26,2009,83,71.74708333333332,0.0,0,58.83260833333332
116,2009-04-27,2009,102,69.52625,0.0,0,57.011525
117,2009-04-28,2009,101,69.64458333333334,0.0,0,57.10855833333334
118,2009-04-29,2009,123,69.09249999999999,0.0,0,56.65584999999999
119,2009-04-30,2009,114,69.81291666666668,0.0,0,57.246591666666674
120,2009-05-01,2009,114,70.93166666666667,0.0,0,58.16396666666667
121,2009-05-02,2009,101,67.05666666666666,0.5416666666666666,1,58.01979999999999
122,2009-05-03,2009,90,69.86791666666666,0.16666666666666666,1,58.22502499999999
123,2009-05-04,2009,108,65.79708333333332,0.4166666666666667,1,56.28694166666666
124,2009-05-05,2009,117,70.63208333333334,0.041666666666666664,1,58.15164166666667
125,2009-05-06,2009,112,69.66833333333331,0.16666666666666666,1,58.061366666666636
126,2009-05-07,2009,122,71.25166666666665,0.2916666666666667,1,60.059699999999985
127,2009-05-08,2009,115,72.78916666666667,0.041666666666666664,1,59.92045
128,2009-05-09,2009,83,73.43624999999999,0.0,0,60.21772499999999
129,2009-05-10,2009,123,71.04041666666667,0.20833333333333334,1,59.419808333333336
130,2009-05-11,2009,109,66.48958333333334,0.125,1,55.22145833333334
131,2009-05-12,2009,110,63.99958333333333,0.0,0,52.479658333333326
132,2009-05-13,2009,86,63.32291666666668,0.20833333333333334,1,53.091458333333335
133,2009-05-14,2009,108,69.75625000000001,0.0,0,57.20012500000001
134,2009-05-15,2009,94,74.3375,0.125,1,61.65675
135,2009-05-16,2009,98,69.78541666666668,0.3333333333333333,1,59.09070833333334
136,2009-05-17,2009,85,64.30250000000002,0.4166666666666667,1,55.06138333333335
137,2009-05-18,2009,122,57.72958333333333,0.16666666666666666,1,48.27159166666666
138,2009-05-19,2009,111,58.824999999999996,0.0,0,48.23649999999999
139,2009-05-20,2009,110,66.73166666666667,0.0,0,54.719966666666664
140,2009-05-21,2009,107,68.18374999999999,0.08333333333333333,1,56.37734166666666
141,2009-05-22,2009,113,69.17166666666668,0.3333333333333333,1,58.587433333333344
142,2009-05-23,2009,114,70.36083333333333,0.20833333333333334,1,58.86254999999999
143,2009-05-24,2009,89,70.31125000000002,0.5416666666666666,1,60.68855833333334
144,2009-05-25,2009,114,70.56,0.16666666666666666,1,58.79253333333333
145,2009-05-26,2009,142,70.16791666666666,0.20833333333333334,1,58.70435833333332
146,2009-05-27,2009,110,71.54208333333334,0.041666666666666664,1,58.897841666666665
147,2009-05-28,2009,116,73.88,0.125,1,61.2816
148,2009-05-29,2009,103,73.40791666666668,0.0,0,60.19449166666667
149,2009-05-30,2009,123,70.94083333333333,0.0,0,58.17148333333333
150,2009-05-31,2009,101,75.75750000000001,0.0,0,62.12115
151,2009-06-01,2009,154,76.54458333333334,0.0,0,62.76655833333333
152,2009-06-02,2009,147,76.99208333333334,0.0,0,63.13350833333334
153,2009-06-03,2009,133,77.79291666666664,0.0,0,63.790191666666644
154,2009-06-04,2009,139,73.00375000000001,0.5,1,62.663075
155,2009-06-05,2009,116,70.58958333333332,0.25,1,59.28345833333332
156,2009-06-06,2009,116,70.43083333333334,0.0,0,57.753283333333336
157,2009-06-07,2009,122,73.76666666666667,0.0,0,60.48866666666666
158,2009-06-08,2009,152,75.33833333333334,0.041666666666666664,1,62.01076666666667
159,2009-06-09,2009,145,77.34291666666665,0.0,0,63.42119166666665
160,2009-06-10,2009,122,77.61291666666666,0.08333333333333333,1,64.10925833333333
161,2009-06-11,2009,131,76.59374999999999,0.16666666666666666,1,63.740208333333314
162,2009-06-12,2009,106,79.93708333333335,0.041666666666666664,1,65.78174166666668
163,2009-06-13,2009,112,74.53416666666668,0.375,1,63.21801666666667
164,2009-06-14,2009,88,76.10833333333335,0.0,0,62.40883333333334
165,2009-06-15,2009,109,76.31124999999999,0.0,0,62.57522499999999
166,2009-06-16,2009,137,80.49874999999999,0.08333333333333333,1,66.47564166666666
167,2009-06-17,2009,137,81.40999999999998,0.0,0,66.75619999999998
