,index,crime_type,date,Beat,Neigborhood,NPU,lat,lon,type_crime,year,temperature,percentage_rain,rain_indicator
83580,83580,LARCENY-FROM VEHICLE,2020-01-31,602.0,Inman Park,N,33.76163,-84.35038,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83581,83581,LARCENY-FROM VEHICLE,2020-01-31,602.0,Inman Park,N,33.76191,-84.36039,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83582,83582,LARCENY-FROM VEHICLE,2020-01-31,604.0,Sweet Auburn,M,33.75253,-84.3721,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83583,83583,LARCENY-FROM VEHICLE,2020-01-31,308.0,Norwood Manor,Z,33.69307,-84.35805,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83584,83584,LARCENY-FROM VEHICLE,2020-01-31,510.0,Downtown,M,33.75833,-84.38665,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83585,83585,LARCENY-FROM VEHICLE,2020-01-31,102.0,Vine City,L,33.757940000000005,-84.40449,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83586,83586,LARCENY-FROM VEHICLE,2020-01-31,507.0,Castleberry Hill,M,33.751909999999995,-84.40002,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83587,83587,LARCENY-FROM VEHICLE,2020-01-31,414.0,,P,33.67051,-84.50299,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83588,83588,LARCENY-FROM VEHICLE,2020-01-31,614.0,Midtown,E,33.773790000000005,-84.37565,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83589,83589,LARCENY-FROM VEHICLE,2020-01-31,403.0,Venetian Hills,S,33.715579999999996,-84.43189,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83590,83590,LARCENY-FROM VEHICLE,2020-01-31,206.0,Buckhead Village,B,33.83732,-84.3786,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83591,83591,LARCENY-FROM VEHICLE,2020-01-31,206.0,Buckhead Village,B,33.837070000000004,-84.37018,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83592,83592,LARCENY-FROM VEHICLE,2020-01-31,211.0,Lindbergh/Morosgo,B,33.81825,-84.36695,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83593,83593,LARCENY-FROM VEHICLE,2020-01-31,605.0,Grant Park,W,33.73995,-84.36438000000003,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83594,83594,LARCENY-FROM VEHICLE,2020-01-31,507.0,Castleberry Hill,M,33.747279999999996,-84.40426,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83595,83595,LARCENY-FROM VEHICLE,2020-01-31,601.0,Virginia Highland,F,33.77412,-84.36179,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83596,83596,LARCENY-FROM VEHICLE,2020-01-31,411.0,Greenbriar,R,33.68845,-84.49328,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83597,83597,LARCENY-FROM VEHICLE,2020-01-31,602.0,Inman Park,N,33.76204,-84.35725,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83598,83598,LARCENY-FROM VEHICLE,2020-01-31,212.0,Lindridge/Martin Manor,F,33.81906,-84.3513,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83599,83599,LARCENY-FROM VEHICLE,2020-01-31,204.0,Underwood Hills,D,33.811640000000004,-84.43547,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83600,83600,LARCENY-FROM VEHICLE,2020-01-31,207.0,Brookwood Hills,E,33.802659999999996,-84.39289000000002,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83601,83601,LARCENY-FROM VEHICLE,2020-01-31,613.0,Morningside/Lenox Park,F,33.80461,-84.36712,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83602,83602,LARCENY-FROM VEHICLE,2020-01-31,507.0,Castleberry Hill,M,33.7476,-84.4037,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83603,83603,LARCENY-FROM VEHICLE,2020-01-31,209.0,East Chastain Park,B,33.85735,-84.38197,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83604,83604,LARCENY-FROM VEHICLE,2020-01-31,505.0,Midtown,E,33.77594000000001,-84.38325,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83605,83605,LARCENY-FROM VEHICLE,2020-01-31,503.0,Midtown,E,33.78559,-84.38365,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83606,83606,LARCENY-FROM VEHICLE,2020-01-31,509.0,Downtown,M,33.76915,-84.38490999999998,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83607,83607,LARCENY-FROM VEHICLE,2020-01-31,103.0,Bolton,D,33.82065,-84.45537,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83608,83608,LARCENY-FROM VEHICLE,2020-01-31,212.0,Morningside/Lenox Park,F,33.80875,-84.36471,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83609,83609,LARCENY-FROM VEHICLE,2020-01-31,103.0,Bolton,D,33.81326,-84.4448,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83610,83610,LARCENY-NON VEHICLE,2020-01-31,614.0,Midtown,E,33.77469,-84.36561,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83611,83611,LARCENY-NON VEHICLE,2020-01-31,210.0,Lenox,B,33.846759999999996,-84.36211999999998,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83612,83612,LARCENY-NON VEHICLE,2020-01-31,102.0,Vine City,L,33.75504,-84.41457,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83613,83613,LARCENY-NON VEHICLE,2020-01-31,401.0,West End,T,33.73969,-84.41828000000002,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83614,83614,LARCENY-NON VEHICLE,2020-01-31,409.0,Southwest,R,33.69338,-84.48903,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83615,83615,LARCENY-NON VEHICLE,2020-01-31,208.0,North Buckhead,B,33.85242,-84.36703,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83616,83616,LARCENY-NON VEHICLE,2020-01-31,609.0,Edgewood,O,33.75674,-84.34619,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83617,83617,LARCENY-NON VEHICLE,2020-01-31,601.0,Midtown,E,33.77469,-84.36561,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83618,83618,LARCENY-FROM VEHICLE,2020-01-31,312.0,Glenrose Heights,Z,33.68046,-84.38996,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83619,83619,LARCENY-NON VEHICLE,2020-01-31,212.0,Lindridge/Martin Manor,F,33.818870000000004,-84.3588,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83620,83620,LARCENY-NON VEHICLE,2020-01-31,506.0,English Avenue,L,33.76517,-84.41363,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83621,83621,LARCENY-NON VEHICLE,2020-01-31,401.0,West End,T,33.737390000000005,-84.42038000000002,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83622,83622,LARCENY-NON VEHICLE,2020-01-31,401.0,West End,T,33.739309999999996,-84.43125,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83623,83623,LARCENY-NON VEHICLE,2020-01-31,402.0,Oakland City,S,33.733059999999995,-84.43149,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83624,83624,LARCENY-NON VEHICLE,2020-01-31,606.0,Reynoldstown,N,33.74913,-84.35441999999998,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83625,83625,LARCENY-NON VEHICLE,2020-01-31,603.0,Old Fourth Ward,M,33.7732,-84.37078000000002,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83626,83626,LARCENY-NON VEHICLE,2020-01-31,102.0,Vine City,L,33.75504,-84.41457,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83627,83627,LARCENY-NON VEHICLE,2020-01-31,508.0,Downtown,M,33.76073,-84.38941,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83628,83628,LARCENY-NON VEHICLE,2020-01-31,404.0,Westview,T,33.73467,-84.44263000000002,LARCENY,2020,41.91333333333333,0.20833333333333331,1
83629,83629,AUTO THEFT,2020-01-31,201.0,Paces,A,33.84823,-84.43195,AUTO THEFT,2020,41.91333333333333,0.20833333333333331,1
83630,83630,AUTO THEFT,2020-01-31,411.0,Greenbriar,R,33.68677,-84.49773,AUTO THEFT,2020,41.91333333333333,0.20833333333333331,1
83631,83631,AUTO THEFT,2020-01-31,605.0,Grant Park,W,33.74677,-84.37969,AUTO THEFT,2020,41.91333333333333,0.20833333333333331,1
83632,83632,AUTO THEFT,2020-01-31,204.0,Westover Plantation,C,33.82267,-84.44229,AUTO THEFT,2020,41.91333333333333,0.20833333333333331,1
83633,83633,AUTO THEFT,2020-01-31,604.0,Old Fourth Ward,M,33.752829999999996,-84.36686999999998,AUTO THEFT,2020,41.91333333333333,0.20833333333333331,1
83634,83634,ROBBERY-RESIDENCE,2020-01-31,405.0,Harland Terrace,I,33.75285,-84.47033,ROBBERY,2020,41.91333333333333,0.20833333333333331,1
83635,83635,ROBBERY-PEDESTRIAN,2020-01-31,207.0,Berkeley Park,D,33.79035,-84.41181,ROBBERY,2020,41.91333333333333,0.20833333333333331,1
83636,83636,ROBBERY-PEDESTRIAN,2020-01-31,505.0,Midtown,E,33.77773,-84.38718,ROBBERY,2020,41.91333333333333,0.20833333333333331,1
83637,83637,ROBBERY-PEDESTRIAN,2020-01-31,606.0,Cabbagetown,N,33.750640000000004,-84.36992,ROBBERY,2020,41.91333333333333,0.20833333333333331,1
83638,83638,ROBBERY-COMMERCIAL,2020-01-31,607.0,Custer/McDonough/Guice,W,33.71645,-84.34999,ROBBERY,2020,41.91333333333333,0.20833333333333331,1
83639,83639,ROBBERY-COMMERCIAL,2020-01-31,304.0,Summerhill,V,33.73206,-84.38764,ROBBERY,2020,41.91333333333333,0.20833333333333331,1
83640,83640,ROBBERY-RESIDENCE,2020-01-31,414.0,Ben Hill,P,33.6632,-84.52404,ROBBERY,2020,41.91333333333333,0.20833333333333331,1
83641,83641,AGG ASSAULT,2020-01-31,111.0,Adamsville,H,33.76208,-84.5076,AGG ASSAULT,2020,41.91333333333333,0.20833333333333331,1
83642,83642,AGG ASSAULT,2020-01-31,114.0,Fairburn Heights,H,33.77145,-84.50695999999998,AGG ASSAULT,2020,41.91333333333333,0.20833333333333331,1
83643,83643,AGG ASSAULT,2020-01-31,113.0,Brookview Heights,G,33.77701,-84.47485,AGG ASSAULT,2020,41.91333333333333,0.20833333333333331,1
83644,83644,AGG ASSAULT,2020-01-31,103.0,Riverside,D,33.81125,-84.47594000000002,AGG ASSAULT,2020,41.91333333333333,0.20833333333333331,1
83645,83645,AGG ASSAULT,2020-01-31,313.0,South River Gardens,Z,33.6786,-84.36844,AGG ASSAULT,2020,41.91333333333333,0.20833333333333331,1
83646,83646,AGG ASSAULT,2020-01-31,111.0,,I,33.75486,-84.491,AGG ASSAULT,2020,41.91333333333333,0.20833333333333331,1
83647,83647,BURGLARY-RESIDENCE,2020-01-31,411.0,Greenbriar,R,33.674690000000005,-84.49048,BURGLARY,2020,41.91333333333333,0.20833333333333331,1
83648,83648,BURGLARY-RESIDENCE,2020-01-31,410.0,Campbellton Road,R,33.70087,-84.46574,BURGLARY,2020,41.91333333333333,0.20833333333333331,1
83649,83649,BURGLARY-RESIDENCE,2020-01-31,207.0,Ardmore,E,33.803470000000004,-84.39811,BURGLARY,2020,41.91333333333333,0.20833333333333331,1
83650,83650,BURGLARY-NONRES,2020-01-30,204.0,Underwood Hills,D,33.80645,-84.42495,BURGLARY,2020,43.99458333333333,0.0,0
83651,83651,BURGLARY-NONRES,2020-01-30,503.0,Midtown,E,33.784690000000005,-84.38887,BURGLARY,2020,43.99458333333333,0.0,0
83652,83652,BURGLARY-NONRES,2020-01-30,211.0,,E,33.817,-84.38938,BURGLARY,2020,43.99458333333333,0.0,0
83653,83653,BURGLARY-NONRES,2020-01-30,407.0,Adamsville,H,33.75735,-84.50282,BURGLARY,2020,43.99458333333333,0.0,0
83654,83654,BURGLARY-RESIDENCE,2020-01-30,502.0,Ansley Park,E,33.79702,-84.38643,BURGLARY,2020,43.99458333333333,0.0,0
83655,83655,BURGLARY-RESIDENCE,2020-01-30,402.0,Oakland City,S,33.72949000000001,-84.42586999999997,BURGLARY,2020,43.99458333333333,0.0,0
83656,83656,BURGLARY-RESIDENCE,2020-01-30,403.0,Venetian Hills,S,33.71648,-84.43905,BURGLARY,2020,43.99458333333333,0.0,0
83657,83657,BURGLARY-RESIDENCE,2020-01-30,308.0,Rebel Valley Forest,Z,33.68551,-84.35294,BURGLARY,2020,43.99458333333333,0.0,0
83658,83658,BURGLARY-RESIDENCE,2020-01-30,107.0,Grove Park,J,33.76875,-84.45224,BURGLARY,2020,43.99458333333333,0.0,0
83659,83659,AGG ASSAULT,2020-01-30,311.0,Hammond Park,X,33.68116,-84.4059,AGG ASSAULT,2020,43.99458333333333,0.0,0
83660,83660,AGG ASSAULT,2020-01-30,102.0,Vine City,L,33.75504,-84.41457,AGG ASSAULT,2020,43.99458333333333,0.0,0
83661,83661,AGG ASSAULT,2020-01-30,211.0,Peachtree Hills,B,33.82002,-84.37661,AGG ASSAULT,2020,43.99458333333333,0.0,0
83662,83662,ROBBERY-PEDESTRIAN,2020-01-30,306.0,Sylvan Hills,X,33.701370000000004,-84.42678000000002,ROBBERY,2020,43.99458333333333,0.0,0
83663,83663,ROBBERY-PEDESTRIAN,2020-01-30,509.0,Downtown,M,33.76035,-84.38127,ROBBERY,2020,43.99458333333333,0.0,0
83664,83664,AUTO THEFT,2020-01-30,404.0,Westwood Terrace,I,33.73798,-84.44928,AUTO THEFT,2020,43.99458333333333,0.0,0
83665,83665,AUTO THEFT,2020-01-30,102.0,Vine City,L,33.75488,-84.41744,AUTO THEFT,2020,43.99458333333333,0.0,0
83666,83666,AUTO THEFT,2020-01-30,207.0,Brookwood Hills,E,33.80592,-84.39347,AUTO THEFT,2020,43.99458333333333,0.0,0
83667,83667,AUTO THEFT,2020-01-30,604.0,Old Fourth Ward,M,33.76124,-84.36391,AUTO THEFT,2020,43.99458333333333,0.0,0
83668,83668,AUTO THEFT,2020-01-30,304.0,Summerhill,V,33.740629999999996,-84.38323000000003,AUTO THEFT,2020,43.99458333333333,0.0,0
83669,83669,AUTO THEFT,2020-01-30,207.0,Berkeley Park,D,33.79831,-84.4162,AUTO THEFT,2020,43.99458333333333,0.0,0
83670,83670,AUTO THEFT,2020-01-30,413.0,,P,33.69004,-84.50549000000002,AUTO THEFT,2020,43.99458333333333,0.0,0
83671,83671,LARCENY-NON VEHICLE,2020-01-30,301.0,Capitol View Manor,X,33.716570000000004,-84.40426,LARCENY,2020,43.99458333333333,0.0,0
83672,83672,LARCENY-NON VEHICLE,2020-01-30,602.0,Inman Park,N,33.7532,-84.36547,LARCENY,2020,43.99458333333333,0.0,0
83673,83673,LARCENY-FROM VEHICLE,2020-01-30,112.0,Collier Heights,I,33.7688,-84.47219,LARCENY,2020,43.99458333333333,0.0,0
83674,83674,LARCENY-FROM VEHICLE,2020-01-30,211.0,Lindbergh/Morosgo,B,33.827420000000004,-84.36532,LARCENY,2020,43.99458333333333,0.0,0
83675,83675,LARCENY-FROM VEHICLE,2020-01-30,306.0,Sylvan Hills,X,33.71218,-84.41788000000003,LARCENY,2020,43.99458333333333,0.0,0
83676,83676,LARCENY-NON VEHICLE,2020-01-30,108.0,Florida Heights,I,33.75183,-84.46623000000002,LARCENY,2020,43.99458333333333,0.0,0
83677,83677,LARCENY-NON VEHICLE,2020-01-30,202.0,Randall Mill,A,33.85362,-84.43089,LARCENY,2020,43.99458333333333,0.0,0
83678,83678,LARCENY-NON VEHICLE,2020-01-30,211.0,Lindbergh/Morosgo,B,33.827420000000004,-84.36532,LARCENY,2020,43.99458333333333,0.0,0
83679,83679,LARCENY-NON VEHICLE,2020-01-30,410.0,Campbellton Road,R,33.7044,-84.46144,LARCENY,2020,43.99458333333333,0.0,0
83680,83680,LARCENY-NON VEHICLE,2020-01-30,505.0,Midtown,E,33.778290000000005,-84.38421,LARCENY,2020,43.99458333333333,0.0,0
83681,83681,LARCENY-NON VEHICLE,2020-01-30,510.0,Downtown,M,33.75168,-84.38198,LARCENY,2020,43.99458333333333,0.0,0
83682,83682,LARCENY-NON VEHICLE,2020-01-30,604.0,Old Fourth Ward,M,33.762859999999996,-84.37405,LARCENY,2020,43.99458333333333,0.0,0
83683,83683,LARCENY-NON VEHICLE,2020-01-30,407.0,Adamsville,H,33.75392,-84.49736,LARCENY,2020,43.99458333333333,0.0,0
83684,83684,LARCENY-NON VEHICLE,2020-01-30,208.0,North Buckhead,B,33.851659999999995,-84.36235,LARCENY,2020,43.99458333333333,0.0,0
83685,83685,LARCENY-NON VEHICLE,2020-01-30,504.0,Marietta Street Artery,E,33.77807,-84.40773,LARCENY,2020,43.99458333333333,0.0,0
83686,83686,LARCENY-NON VEHICLE,2020-01-30,208.0,North Buckhead,B,33.85302,-84.36278,LARCENY,2020,43.99458333333333,0.0,0
83687,83687,LARCENY-NON VEHICLE,2020-01-30,210.0,Lenox,B,33.846759999999996,-84.36211999999998,LARCENY,2020,43.99458333333333,0.0,0
83688,83688,LARCENY-NON VEHICLE,2020-01-30,403.0,Cascade Avenue/Road,S,33.72605,-84.44581,LARCENY,2020,43.99458333333333,0.0,0
83689,83689,LARCENY-NON VEHICLE,2020-01-30,602.0,Poncey-Highland,N,33.773740000000004,-84.35265,LARCENY,2020,43.99458333333333,0.0,0
83690,83690,LARCENY-NON VEHICLE,2020-01-30,102.0,Vine City,L,33.75504,-84.41457,LARCENY,2020,43.99458333333333,0.0,0
83691,83691,LARCENY-NON VEHICLE,2020-01-30,509.0,Downtown,M,33.76044,-84.38701999999998,LARCENY,2020,43.99458333333333,0.0,0
83692,83692,LARCENY-FROM VEHICLE,2020-01-30,211.0,Peachtree Park,B,33.84424,-84.36538,LARCENY,2020,43.99458333333333,0.0,0
83693,83693,LARCENY-FROM VEHICLE,2020-01-30,205.0,Wyngate,C,33.831340000000004,-84.40212,LARCENY,2020,43.99458333333333,0.0,0
83694,83694,LARCENY-FROM VEHICLE,2020-01-30,201.0,Pleasant Hill,A,33.8516,-84.43606,LARCENY,2020,43.99458333333333,0.0,0
83695,83695,LARCENY-FROM VEHICLE,2020-01-30,204.0,Underwood Hills,D,33.81005,-84.42793,LARCENY,2020,43.99458333333333,0.0,0
83696,83696,LARCENY-FROM VEHICLE,2020-01-30,202.0,Chastain Park,A,33.876509999999996,-84.41149,LARCENY,2020,43.99458333333333,0.0,0
83697,83697,LARCENY-FROM VEHICLE,2020-01-30,408.0,Venetian Hills,S,33.714929999999995,-84.44654,LARCENY,2020,43.99458333333333,0.0,0
83698,83698,LARCENY-FROM VEHICLE,2020-01-30,613.0,Piedmont Heights,F,33.80052,-84.37307,LARCENY,2020,43.99458333333333,0.0,0
83699,83699,LARCENY-FROM VEHICLE,2020-01-30,403.0,Cascade Avenue/Road,S,33.7247,-84.44157,LARCENY,2020,43.99458333333333,0.0,0
83700,83700,LARCENY-FROM VEHICLE,2020-01-30,613.0,Morningside/Lenox Park,F,33.80622,-84.36626,LARCENY,2020,43.99458333333333,0.0,0
83701,83701,LARCENY-FROM VEHICLE,2020-01-30,210.0,Lenox,B,33.851820000000004,-84.3595,LARCENY,2020,43.99458333333333,0.0,0
83702,83702,LARCENY-FROM VEHICLE,2020-01-30,103.0,Bolton,D,33.82005,-84.45433,LARCENY,2020,43.99458333333333,0.0,0
83703,83703,LARCENY-FROM VEHICLE,2020-01-30,211.0,Peachtree Hills,B,33.81881,-84.3886,LARCENY,2020,43.99458333333333,0.0,0
83704,83704,LARCENY-FROM VEHICLE,2020-01-30,206.0,Buckhead Village,B,33.840309999999995,-84.37588000000002,LARCENY,2020,43.99458333333333,0.0,0
83705,83705,LARCENY-FROM VEHICLE,2020-01-30,601.0,Virginia Highland,F,33.78787,-84.36887,LARCENY,2020,43.99458333333333,0.0,0
83706,83706,LARCENY-FROM VEHICLE,2020-01-30,510.0,Downtown,M,33.755720000000004,-84.37931999999998,LARCENY,2020,43.99458333333333,0.0,0
83707,83707,LARCENY-FROM VEHICLE,2020-01-30,503.0,Midtown,E,33.78526,-84.3831,LARCENY,2020,43.99458333333333,0.0,0
83708,83708,LARCENY-FROM VEHICLE,2020-01-30,505.0,Midtown,E,33.77901,-84.38403000000002,LARCENY,2020,43.99458333333333,0.0,0
83709,83709,LARCENY-FROM VEHICLE,2020-01-30,207.0,,E,33.81296,-84.39083000000002,LARCENY,2020,43.99458333333333,0.0,0
83710,83710,LARCENY-FROM VEHICLE,2020-01-30,606.0,Ormewood Park,W,33.74219,-84.35419,LARCENY,2020,43.99458333333333,0.0,0
83711,83711,LARCENY-NON VEHICLE,2020-01-30,508.0,Downtown,M,33.76235,-84.38819000000002,LARCENY,2020,43.99458333333333,0.0,0
83712,83712,LARCENY-FROM VEHICLE,2020-01-30,508.0,Downtown,M,33.760040000000004,-84.38918000000002,LARCENY,2020,43.99458333333333,0.0,0
83713,83713,LARCENY-FROM VEHICLE,2020-01-30,505.0,Midtown,E,33.77585,-84.38505,LARCENY,2020,43.99458333333333,0.0,0
83714,83714,LARCENY-FROM VEHICLE,2020-01-30,602.0,Inman Park,N,33.76619,-84.34973000000002,LARCENY,2020,43.99458333333333,0.0,0
83715,83715,LARCENY-FROM VEHICLE,2020-01-30,207.0,Loring Heights,E,33.79464,-84.40014000000002,LARCENY,2020,43.99458333333333,0.0,0
83716,83716,LARCENY-FROM VEHICLE,2020-01-30,610.0,Kirkwood,O,33.75714,-84.31402,LARCENY,2020,43.99458333333333,0.0,0
83717,83717,LARCENY-FROM VEHICLE,2020-01-30,310.0,Lakewood,Z,33.69634,-84.37406,LARCENY,2020,43.99458333333333,0.0,0
83718,83718,LARCENY-FROM VEHICLE,2020-01-29,605.0,Grant Park,W,33.73798,-84.36495,LARCENY,2020,42.77625000000001,0.0,0
83719,83719,LARCENY-FROM VEHICLE,2020-01-29,604.0,Old Fourth Ward,M,33.75602,-84.37151,LARCENY,2020,42.77625000000001,0.0,0
83720,83720,LARCENY-FROM VEHICLE,2020-01-29,107.0,Grove Park,J,33.76784,-84.44211999999997,LARCENY,2020,42.77625000000001,0.0,0
83721,83721,LARCENY-FROM VEHICLE,2020-01-29,505.0,Midtown,E,33.77456,-84.38122,LARCENY,2020,42.77625000000001,0.0,0
83722,83722,LARCENY-FROM VEHICLE,2020-01-29,601.0,Virginia Highland,F,33.782740000000004,-84.34971,LARCENY,2020,42.77625000000001,0.0,0
83723,83723,LARCENY-FROM VEHICLE,2020-01-29,603.0,Old Fourth Ward,M,33.76645,-84.37847,LARCENY,2020,42.77625000000001,0.0,0
83724,83724,LARCENY-FROM VEHICLE,2020-01-29,613.0,Morningside/Lenox Park,F,33.79423,-84.35948,LARCENY,2020,42.77625000000001,0.0,0
83725,83725,LARCENY-FROM VEHICLE,2020-01-29,204.0,Underwood Hills,D,33.804790000000004,-84.41455,LARCENY,2020,42.77625000000001,0.0,0
83726,83726,LARCENY-FROM VEHICLE,2020-01-29,502.0,Midtown,E,33.78385,-84.37868,LARCENY,2020,42.77625000000001,0.0,0
83727,83727,LARCENY-FROM VEHICLE,2020-01-29,614.0,Midtown,E,33.779090000000004,-84.36717,LARCENY,2020,42.77625000000001,0.0,0
83728,83728,LARCENY-FROM VEHICLE,2020-01-29,301.0,Adair Park,V,33.72317,-84.40816,LARCENY,2020,42.77625000000001,0.0,0
83729,83729,LARCENY-FROM VEHICLE,2020-01-29,613.0,Morningside/Lenox Park,F,33.79282,-84.35257,LARCENY,2020,42.77625000000001,0.0,0
83730,83730,LARCENY-FROM VEHICLE,2020-01-29,209.0,East Chastain Park,B,33.85988,-84.38156,LARCENY,2020,42.77625000000001,0.0,0
83731,83731,LARCENY-NON VEHICLE,2020-01-29,105.0,Washington Park,K,33.75735,-84.4214,LARCENY,2020,42.77625000000001,0.0,0
83732,83732,LARCENY-FROM VEHICLE,2020-01-29,312.0,Rosedale Heights,Z,33.67973,-84.3698,LARCENY,2020,42.77625000000001,0.0,0
83733,83733,LARCENY-NON VEHICLE,2020-01-29,111.0,Adamsville,H,33.7581,-84.50258000000002,LARCENY,2020,42.77625000000001,0.0,0
83734,83734,LARCENY-NON VEHICLE,2020-01-29,511.0,Downtown,M,33.753,-84.39173000000002,LARCENY,2020,42.77625000000001,0.0,0
83735,83735,LARCENY-NON VEHICLE,2020-01-29,111.0,Adamsville,H,33.7581,-84.50258000000002,LARCENY,2020,42.77625000000001,0.0,0
83736,83736,LARCENY-NON VEHICLE,2020-01-29,211.0,Lindbergh/Morosgo,B,33.824,-84.36521,LARCENY,2020,42.77625000000001,0.0,0
83737,83737,LARCENY-NON VEHICLE,2020-01-29,507.0,Castleberry Hill,M,33.74964,-84.40132,LARCENY,2020,42.77625000000001,0.0,0
83738,83738,LARCENY-NON VEHICLE,2020-01-29,307.0,Lakewood Heights,Y,33.70678,-84.38031,LARCENY,2020,42.77625000000001,0.0,0
83739,83739,LARCENY-NON VEHICLE,2020-01-29,609.0,Edgewood,O,33.75674,-84.34619,LARCENY,2020,42.77625000000001,0.0,0
83740,83740,LARCENY-NON VEHICLE,2020-01-29,307.0,Lakewood Heights,Y,33.69921,-84.39286,LARCENY,2020,42.77625000000001,0.0,0
83741,83741,LARCENY-NON VEHICLE,2020-01-29,306.0,Peachtree Heights West,B,33.83399,-84.3841,LARCENY,2020,42.77625000000001,0.0,0
83742,83742,LARCENY-FROM VEHICLE,2020-01-29,105.0,Hunter Hills,K,33.75918,-84.43368000000002,LARCENY,2020,42.77625000000001,0.0,0
83743,83743,LARCENY-FROM VEHICLE,2020-01-29,312.0,Glenrose Heights,Z,33.65319,-84.39366,LARCENY,2020,42.77625000000001,0.0,0
83744,83744,LARCENY-FROM VEHICLE,2020-01-29,408.0,,R,33.709070000000004,-84.44364,LARCENY,2020,42.77625000000001,0.0,0
83745,83745,LARCENY-FROM VEHICLE,2020-01-29,603.0,Old Fourth Ward,M,33.76685,-84.37661999999997,LARCENY,2020,42.77625000000001,0.0,0
83746,83746,LARCENY-NON VEHICLE,2020-01-29,603.0,Old Fourth Ward,M,33.76982,-84.37075,LARCENY,2020,42.77625000000001,0.0,0
83747,83747,LARCENY-NON VEHICLE,2020-01-29,205.0,,C,33.81496,-84.39218000000002,LARCENY,2020,42.77625000000001,0.0,0
83748,83748,LARCENY-NON VEHICLE,2020-01-29,305.0,South Atlanta,Y,33.70925,-84.38147,LARCENY,2020,42.77625000000001,0.0,0
83749,83749,LARCENY-NON VEHICLE,2020-01-29,305.0,The Villages at Carver,Y,33.71347,-84.39079,LARCENY,2020,42.77625000000001,0.0,0
83750,83750,LARCENY-NON VEHICLE,2020-01-29,112.0,Collier Heights,I,33.78156,-84.49508,LARCENY,2020,42.77625000000001,0.0,0
83751,83751,LARCENY-NON VEHICLE,2020-01-29,510.0,Downtown,M,33.75168,-84.38198,LARCENY,2020,42.77625000000001,0.0,0
83752,83752,LARCENY-NON VEHICLE,2020-01-29,505.0,Midtown,E,33.77619,-84.38131,LARCENY,2020,42.77625000000001,0.0,0
83753,83753,LARCENY-NON VEHICLE,2020-01-29,212.0,Lindridge/Martin Manor,F,33.8175,-84.35245,LARCENY,2020,42.77625000000001,0.0,0
83754,83754,ROBBERY-COMMERCIAL,2020-01-29,410.0,Campbellton Road,R,33.70657,-84.45684,ROBBERY,2020,42.77625000000001,0.0,0
83755,83755,AUTO THEFT,2020-01-29,212.0,,E,33.808679999999995,-84.38031,AUTO THEFT,2020,42.77625000000001,0.0,0
83756,83756,AUTO THEFT,2020-01-29,410.0,Campbellton Road,R,33.70005,-84.46511,AUTO THEFT,2020,42.77625000000001,0.0,0
